% do not modify the content
% generated by machine
% format: dimension   meta_grid
%         bssid       signal_strength
%         ......      ......

00:17:DF:AA:9B:A0 -43
00:23:EB:3A:17:A0 -69
00:23:EB:3A:10:50 -78

16 67
00:1E:58:3E:1C:1D -87
00:25:84:23:A2:D1 -78
00:23:EB:3A:13:F0 -74
00:17:DF:AA:9E:C3 -78
00:23:EB:0B:4D:A1 -87
00:23:EB:0A:BF:50 -71
00:17:DF:AA:9E:C1 -81
00:23:EB:3A:12:20 -81
00:23:EB:3A:10:90 -52
00:18:39:CC:77:46 -70
00:17:DF:AA:9B:A3 -45
00:17:DF:AA:9B:A2 -43
00:23:EB:0B:52:00 -45
00:17:DF:AA:9B:A0 -43
00:23:EB:3A:17:A0 -69
00:23:EB:3A:10:50 -78

16 67
00:1E:58:3E:1C:1D -87
00:25:84:23:A2:D1 -78
00:23:EB:3A:13:F0 -74
00:17:DF:AA:9E:C3 -78
00:23:EB:0B:4D:A1 -87
00:23:EB:0A:BF:50 -71
00:17:DF:AA:9E:C1 -81
00:23:EB:3A:12:20 -81
00:23:EB:3A:10:90 -52
00:18:39:CC:77:46 -70
00:17:DF:AA:9B:A3 -45
00:17:DF:AA:9B:A2 -43
00:23:EB:0B:52:00 -45
00:17:DF:AA:9B:A0 -43
00:23:EB:3A:17:A0 -69
00:23:EB:3A:10:50 -78

16 67
00:1E:58:3E:1C:1D -87
00:25:84:23:A2:D1 -78
00:23:EB:3A:13:F0 -74
00:17:DF:AA:9E:C3 -78
00:23:EB:0B:4D:A1 -87
00:23:EB:0A:BF:50 -71
00:17:DF:AA:9E:C1 -81
00:23:EB:3A:12:20 -81
00:23:EB:3A:10:90 -52
00:18:39:CC:77:46 -70
00:17:DF:AA:9B:A3 -45
00:17:DF:AA:9B:A2 -43
00:23:EB:0B:52:00 -45
00:17:DF:AA:9B:A0 -43
00:23:EB:3A:17:A0 -69
00:23:EB:3A:10:50 -78

16 67
00:1E:58:3E:1C:1D -87
00:25:84:23:A2:D1 -78
00:23:EB:3A:13:F0 -74
00:17:DF:AA:9E:C3 -78
00:23:EB:0B:4D:A1 -87
00:23:EB:0A:BF:50 -71
00:17:DF:AA:9E:C1 -81
00:23:EB:3A:12:20 -81
00:23:EB:3A:10:90 -52
00:18:39:CC:77:46 -70
00:17:DF:AA:9B:A3 -45
00:17:DF:AA:9B:A2 -43
00:23:EB:0B:52:00 -45
00:17:DF:AA:9B:A0 -43
00:23:EB:3A:17:A0 -69
00:23:EB:3A:10:50 -78

16 67
00:1E:58:3E:1C:1D -87
00:25:84:23:A2:D1 -78
00:23:EB:3A:13:F0 -74
00:17:DF:AA:9E:C3 -78
00:23:EB:0B:4D:A1 -87
00:23:EB:0A:BF:50 -71
00:17:DF:AA:9E:C1 -81
00:23:EB:3A:12:20 -81
00:23:EB:3A:10:90 -52
00:18:39:CC:77:46 -70
00:17:DF:AA:9B:A3 -45
00:17:DF:AA:9B:A2 -43
00:23:EB:0B:52:00 -45
00:17:DF:AA:9B:A0 -43
00:23:EB:3A:17:A0 -69
00:23:EB:3A:10:50 -78

18 67
00:23:EB:3A:13:F0 -69
00:23:EB:3A:12:20 -77
00:23:EB:3A:10:90 -60
00:25:84:22:F6:30 -74
00:25:84:22:FE:D1 -87
00:18:39:CC:77:46 -70
00:25:84:22:FB:31 -81
00:17:DF:AA:9B:A3 -46
00:17:DF:AA:9B:A2 -46
00:17:DF:AA:9B:A0 -45
00:23:EB:0B:4D:A1 -69
00:25:84:23:A2:D1 -71
00:17:DF:AA:9E:C3 -74
00:17:DF:AA:9E:C2 -76
00:17:DF:AA:9E:C1 -74
00:17:DF:AA:9E:C0 -78
00:23:EB:3A:10:50 -71
00:23:EB:3A:17:A0 -67

2 67
00:17:DF:AA:9B:A0 -49
00:17:DF:AA:9B:A2 -78

17 67
00:25:84:23:A2:D1 -74
00:23:EB:3A:13:F0 -67
00:17:DF:AA:9E:C3 -71
00:23:EB:0A:BF:50 -81
00:17:DF:AA:9E:C2 -73
00:17:DF:AA:9E:C1 -73
00:23:EB:3A:11:D0 -83
00:23:EB:3A:10:90 -84
00:18:39:CC:77:46 -69
00:25:84:22:FE:D1 -84
00:17:DF:AA:9B:A3 -49
00:17:DF:AA:9B:A2 -62
00:25:84:22:FB:30 -81
00:17:DF:AA:9B:A0 -49
00:25:84:22:FB:31 -81
00:23:EB:3A:10:50 -74
00:23:EB:3A:17:A0 -62

12 67
00:25:84:23:A2:D1 -76
00:23:EB:3A:13:F0 -63
00:23:EB:3A:10:90 -49
00:18:39:CC:77:46 -66
00:25:84:22:FE:D1 -81
00:23:EB:0A:C2:15 -87
00:25:84:22:F6:30 -71
00:17:DF:AA:9B:A3 -78
00:17:DF:AA:9B:A2 -45
00:17:DF:AA:9B:A0 -43
00:23:EB:3A:10:50 -71
00:23:EB:3A:17:A0 -66

15 67
00:25:84:23:A2:D1 -76
00:23:EB:3A:13:F0 -63
00:17:DF:AA:9E:C2 -70
00:17:DF:AA:9E:C1 -74
00:23:EB:3A:10:90 -49
00:18:39:CC:77:46 -66
00:25:84:22:FE:D1 -81
00:17:DF:AA:C1:22 -77
00:23:EB:0A:C2:15 -87
00:25:84:22:F6:30 -71
00:17:DF:AA:9B:A3 -78
00:17:DF:AA:9B:A2 -45
00:17:DF:AA:9B:A0 -43
00:23:EB:3A:10:50 -71
00:23:EB:3A:17:A0 -66

9 67
00:23:EB:3A:13:F0 -71
00:23:EB:0A:BF:50 -76
00:18:39:CC:77:46 -66
00:25:84:22:F6:30 -69
00:17:DF:AA:9B:A3 -43
00:17:DF:AA:9B:A2 -43
00:25:84:22:FB:30 -83
00:17:DF:AA:9B:A0 -43
00:23:EB:3A:10:50 -74

11 67
00:23:EB:3A:13:F0 -71
00:23:EB:0A:BF:50 -76
00:17:DF:AA:9E:C1 -67
00:17:DF:AA:9E:C0 -74
00:18:39:CC:77:46 -66
00:25:84:22:F6:30 -69
00:17:DF:AA:9B:A3 -43
00:17:DF:AA:9B:A2 -43
00:25:84:22:FB:30 -83
00:17:DF:AA:9B:A0 -43
00:23:EB:3A:10:50 -74

11 67
00:23:EB:3A:13:F0 -71
00:23:EB:0A:BF:50 -76
00:17:DF:AA:9E:C1 -67
00:17:DF:AA:9E:C0 -74
00:18:39:CC:77:46 -70
00:25:84:22:F6:30 -69
00:17:DF:AA:9B:A3 -43
00:17:DF:AA:9B:A2 -43
00:25:84:22:FB:30 -83
00:17:DF:AA:9B:A0 -43
00:23:EB:3A:10:50 -74

15 67
00:25:84:23:A2:D1 -80
00:23:EB:0B:4D:A1 -76
00:17:DF:AA:9E:C2 -73
00:23:EB:3A:10:90 -60
00:18:39:CC:77:46 -66
00:25:84:22:FE:D1 -81
00:25:84:22:F6:30 -74
00:17:DF:AA:9B:A3 -42
00:17:DF:AA:9B:A2 -42
00:25:84:22:FB:30 -80
00:23:EB:0B:52:00 -49
00:23:EB:0B:4F:F5 -83
00:17:DF:AA:9B:A0 -41
00:25:84:22:FB:31 -78
00:23:EB:3A:10:50 -74

11 67
00:25:84:22:FF:90 -84
00:25:84:23:A2:D1 -74
00:23:EB:0A:C1:E0 -77
00:23:EB:3A:13:F0 -64
00:23:EB:3A:10:90 -78
00:25:84:22:FE:D1 -83
00:17:DF:AA:9B:A3 -42
00:17:DF:AA:9B:A2 -43
00:25:84:22:FB:30 -83
00:17:DF:AA:9B:A0 -42
00:23:EB:3A:10:50 -76

18 67
00:23:EB:3A:13:F0 -64
00:17:DF:AA:C1:22 -78
00:23:EB:3A:10:90 -78
00:1E:58:3E:1C:1D -87
00:25:84:22:FE:D1 -83
00:25:84:22:FB:30 -83
00:23:EB:0A:C1:E0 -77
00:17:DF:AA:9B:A3 -42
00:17:DF:AA:9B:A2 -43
00:17:DF:AA:9B:A0 -42
00:25:84:23:A2:D1 -74
00:17:DF:AA:9E:C3 -73
00:17:DF:AA:9E:C2 -73
00:17:DF:AA:9E:C1 -74
00:23:EB:0B:51:E1 -87
00:23:EB:3A:10:50 -76
00:23:EB:0B:52:00 -39
00:25:84:22:FF:90 -84

17 67
00:25:84:23:A2:D1 -70
00:23:EB:3A:13:F0 -70
00:23:EB:0B:4D:A1 -67
00:23:EB:0A:BF:50 -74
00:17:DF:AA:9E:C2 -76
00:17:DF:AA:9E:C1 -74
00:23:EB:3A:11:D0 -87
00:23:EB:3A:12:20 -77
00:23:EB:3A:10:90 -78
00:18:39:CC:77:46 -62
00:17:DF:AA:9B:A3 -45
00:17:DF:AA:9B:A2 -45
00:25:84:22:FB:30 -81
00:23:EB:0B:52:00 -41
00:17:DF:AA:9B:A0 -45
00:23:EB:3A:10:50 -77
00:23:EB:3A:17:A0 -67

18 67
00:23:EB:3A:13:F0 -70
00:23:EB:3A:11:D0 -87
00:23:EB:3A:12:20 -77
00:17:DF:AA:C1:22 -71
00:23:EB:3A:10:90 -78
00:18:39:CC:77:46 -62
00:25:84:22:FB:30 -81
00:23:EB:0A:BF:50 -74
00:17:DF:AA:9B:A3 -45
00:17:DF:AA:9B:A2 -45
00:17:DF:AA:9B:A0 -45
00:23:EB:0B:4D:A1 -67
00:25:84:23:A2:D1 -70
00:17:DF:AA:9E:C2 -76
00:17:DF:AA:9E:C1 -74
00:23:EB:3A:10:50 -77
00:23:EB:0B:52:00 -41
00:23:EB:3A:17:A0 -67

16 67
00:23:EB:3A:13:F0 -70
00:17:DF:AA:9E:C3 -81
00:17:DF:AA:9E:C2 -80
00:17:DF:AA:9E:C1 -78
00:23:EB:3A:10:90 -50
00:17:DF:AA:C1:23 -73
00:18:39:CC:77:46 -66
00:17:DF:AA:C1:22 -73
00:25:84:22:FE:D1 -85
00:17:DF:AA:C1:20 -77
00:17:DF:AA:9B:A3 -55
00:17:DF:AA:9B:A2 -56
00:25:84:22:FB:30 -84
00:23:EB:3A:17:A0 -56
00:23:EB:3A:10:50 -77
00:17:DF:AA:9B:A0 -52

16 67
00:23:EB:3A:13:F0 -70
00:17:DF:AA:9E:C3 -81
00:17:DF:AA:9E:C2 -80
00:17:DF:AA:9E:C1 -78
00:23:EB:3A:10:90 -50
00:17:DF:AA:C1:23 -73
00:18:39:CC:77:46 -66
00:17:DF:AA:C1:22 -73
00:25:84:22:FE:D1 -85
00:17:DF:AA:C1:20 -77
00:17:DF:AA:9B:A3 -55
00:17:DF:AA:9B:A2 -56
00:25:84:22:FB:30 -84
00:23:EB:3A:17:A0 -56
00:23:EB:3A:10:50 -77
00:17:DF:AA:9B:A0 -52

16 67
00:23:EB:3A:13:F0 -70
00:17:DF:AA:9E:C3 -81
00:17:DF:AA:9E:C2 -80
00:17:DF:AA:9E:C1 -78
00:23:EB:3A:10:90 -50
00:17:DF:AA:C1:23 -73
00:18:39:CC:77:46 -66
00:17:DF:AA:C1:22 -73
00:25:84:22:FE:D1 -85
00:17:DF:AA:C1:20 -77
00:17:DF:AA:9B:A3 -55
00:17:DF:AA:9B:A2 -56
00:25:84:22:FB:30 -84
00:23:EB:3A:17:A0 -56
00:23:EB:3A:10:50 -77
00:17:DF:AA:9B:A0 -52

16 67
00:23:EB:3A:13:F0 -70
00:17:DF:AA:9E:C3 -81
00:17:DF:AA:9E:C2 -80
00:17:DF:AA:9E:C1 -78
00:23:EB:3A:10:90 -50
00:17:DF:AA:C1:23 -73
00:18:39:CC:77:46 -66
00:17:DF:AA:C1:22 -73
00:25:84:22:FE:D1 -85
00:17:DF:AA:C1:20 -77
00:17:DF:AA:9B:A3 -55
00:17:DF:AA:9B:A2 -56
00:25:84:22:FB:30 -84
00:23:EB:3A:17:A0 -56
00:23:EB:3A:10:50 -77
00:17:DF:AA:9B:A0 -52

17 67
00:25:84:22:FF:90 -84
00:25:84:23:A2:D1 -83
00:23:EB:3A:13:F0 -62
00:17:DF:AA:9E:C3 -76
00:17:DF:AA:9E:C2 -74
00:17:DF:AA:9E:C1 -76
00:23:EB:3A:11:D0 -81
00:17:DF:AA:9E:C0 -77
00:23:EB:3A:10:90 -78
00:18:39:CC:77:46 -78
00:25:84:22:FE:D1 -85
00:25:84:22:F6:30 -84
00:17:DF:AA:9B:A3 -46
00:17:DF:AA:9B:A2 -46
00:17:DF:AA:9B:A0 -46
00:25:84:22:FB:31 -84
00:23:EB:3A:17:A0 -69

11 67
00:25:84:23:A2:D1 -84
00:23:EB:3A:13:F0 -71
00:23:EB:3A:10:90 -48
00:18:39:CC:77:46 -77
00:25:84:22:FE:D1 -83
00:17:DF:AA:9B:A3 -76
00:17:DF:AA:9B:A2 -49
00:25:84:22:FB:30 -84
00:17:DF:AA:9B:A0 -50
00:23:EB:3A:17:A0 -62
00:23:EB:3A:10:50 -85

16 67
00:25:84:23:A2:D1 -84
00:23:EB:3A:13:F0 -71
00:17:DF:AA:9E:C3 -71
00:23:EB:0A:BF:50 -74
00:17:DF:AA:9E:C2 -71
00:17:DF:AA:9E:C1 -73
00:17:DF:AA:9E:C0 -80
00:23:EB:3A:10:90 -48
00:18:39:CC:77:46 -77
00:25:84:22:FE:D1 -83
00:17:DF:AA:9B:A3 -76
00:17:DF:AA:9B:A2 -49
00:25:84:22:FB:30 -84
00:17:DF:AA:9B:A0 -50
00:23:EB:3A:17:A0 -62
00:23:EB:3A:10:50 -85

14 67
00:25:84:22:FF:90 -84
00:25:84:23:A2:D1 -78
00:23:EB:3A:13:F0 -71
00:23:EB:0A:BF:50 -76
00:23:EB:0B:4D:A0 -69
00:23:EB:3A:10:90 -81
00:18:39:CC:77:46 -74
00:25:84:22:FE:D1 -87
00:25:84:22:F6:30 -73
00:17:DF:AA:9B:A3 -78
00:17:DF:AA:9B:A2 -45
00:17:DF:AA:9B:A0 -45
00:23:EB:3A:17:A0 -63
00:23:EB:3A:10:50 -76

16 67
00:25:84:22:FF:90 -84
00:1E:58:3E:1C:1D -87
00:25:84:23:A2:D1 -78
00:23:EB:3A:13:F0 -71
00:23:EB:0A:BF:50 -76
00:23:EB:0B:4D:A0 -69
00:23:EB:3A:10:90 -81
00:18:39:CC:77:46 -74
00:17:DF:AA:C1:23 -84
00:25:84:22:FE:D1 -87
00:25:84:22:F6:30 -73
00:17:DF:AA:9B:A3 -78
00:17:DF:AA:9B:A2 -45
00:17:DF:AA:9B:A0 -45
00:23:EB:3A:17:A0 -63
00:23:EB:3A:10:50 -76

14 67
00:25:84:23:A2:D1 -73
00:25:84:23:A2:D0 -74
00:23:EB:3A:13:F0 -81
00:23:EB:0B:4D:A1 -81
00:23:EB:0A:BF:50 -77
00:23:EB:0B:4D:A0 -66
00:23:EB:3A:10:90 -50
00:25:84:22:FE:D0 -81
00:25:84:22:FE:D1 -87
00:23:EB:0B:4F:60 -71
00:25:84:22:F6:30 -70
00:17:DF:AA:9B:A3 -81
00:17:DF:AA:9B:A2 -46
00:17:DF:AA:9B:A0 -46

14 67
00:25:84:23:A2:D1 -73
00:25:84:23:A2:D0 -74
00:23:EB:3A:13:F0 -81
00:23:EB:0B:4D:A1 -81
00:23:EB:0A:BF:50 -77
00:23:EB:0B:4D:A0 -66
00:23:EB:3A:10:90 -50
00:25:84:22:FE:D0 -81
00:25:84:22:FE:D1 -87
00:23:EB:0B:4F:60 -71
00:25:84:22:F6:30 -70
00:17:DF:AA:9B:A3 -81
00:17:DF:AA:9B:A2 -46
00:17:DF:AA:9B:A0 -46

13 67
00:25:84:22:FF:90 -84
00:23:EB:0B:51:85 -78
00:23:EB:3A:13:F0 -71
00:23:EB:0B:4D:A1 -81
00:23:EB:0A:BF:50 -80
00:23:EB:0B:4D:A0 -81
00:23:EB:3A:10:90 -50
00:18:39:CC:77:46 -73
00:17:DF:AA:9B:A3 -46
00:17:DF:AA:9B:A2 -46
00:23:EB:0B:52:00 -60
00:17:DF:AA:9B:A0 -81
00:23:EB:3A:17:A0 -66

10 67
00:25:84:22:FF:90 -83
00:25:84:23:A2:D1 -80
00:23:EB:0B:51:85 -73
00:23:EB:3A:13:F0 -73
00:23:EB:3A:10:90 -50
00:18:39:CC:77:46 -81
00:17:DF:AA:9B:A3 -46
00:17:DF:AA:9B:A2 -46
00:17:DF:AA:9B:A0 -46
00:23:EB:3A:10:50 -77

13 67
00:25:84:22:FF:90 -83
00:1E:58:3E:1C:1D -87
00:25:84:23:A2:D1 -80
00:23:EB:0B:51:85 -73
00:23:EB:3A:13:F0 -73
00:23:EB:0B:4D:A1 -67
00:23:EB:3A:10:90 -50
00:18:39:CC:77:46 -81
00:25:84:22:F6:30 -69
00:17:DF:AA:9B:A3 -46
00:17:DF:AA:9B:A2 -46
00:17:DF:AA:9B:A0 -46
00:23:EB:3A:10:50 -77

10 67
00:23:EB:3A:13:F0 -67
00:23:EB:3A:10:90 -73
00:18:39:CC:77:46 -70
00:25:84:22:FE:D1 -81
00:25:84:22:F6:30 -69
00:17:DF:AA:9B:A3 -46
00:17:DF:AA:9B:A2 -46
00:17:DF:AA:9B:A0 -46
00:23:EB:3A:10:50 -78
00:23:EB:3A:17:A0 -66

11 67
00:1E:58:3E:1C:1D -87
00:23:EB:3A:13:F0 -67
00:23:EB:3A:10:90 -73
00:18:39:CC:77:46 -70
00:25:84:22:FE:D1 -81
00:25:84:22:F6:30 -69
00:17:DF:AA:9B:A3 -46
00:17:DF:AA:9B:A2 -46
00:17:DF:AA:9B:A0 -46
00:23:EB:3A:10:50 -78
00:23:EB:3A:17:A0 -66

11 67
00:25:84:23:A2:D1 -81
00:23:EB:3A:13:F0 -71
00:23:EB:0A:BF:50 -74
00:23:EB:3A:10:90 -50
00:18:39:CC:77:46 -70
00:25:84:22:F6:30 -69
00:17:DF:AA:9B:A3 -46
00:17:DF:AA:9B:A2 -48
00:17:DF:AA:9B:A0 -81
00:23:EB:3A:10:50 -78
00:23:EB:3A:17:A0 -74

11 67
00:25:84:23:A2:D1 -81
00:23:EB:3A:13:F0 -71
00:23:EB:0A:BF:50 -74
00:23:EB:3A:10:90 -50
00:18:39:CC:77:46 -70
00:25:84:22:F6:30 -69
00:17:DF:AA:9B:A3 -46
00:17:DF:AA:9B:A2 -48
00:17:DF:AA:9B:A0 -81
00:23:EB:3A:10:50 -78
00:23:EB:3A:17:A0 -74

11 67
00:25:84:23:A2:D1 -81
00:23:EB:3A:13:F0 -71
00:23:EB:0A:BF:50 -74
00:23:EB:3A:10:90 -50
00:18:39:CC:77:46 -70
00:25:84:22:F6:30 -69
00:17:DF:AA:9B:A3 -46
00:17:DF:AA:9B:A2 -48
00:17:DF:AA:9B:A0 -81
00:23:EB:3A:10:50 -78
00:23:EB:3A:17:A0 -74

11 67
00:25:84:22:FF:90 -84
00:25:84:23:A2:D1 -73
00:23:EB:0B:51:85 -74
00:23:EB:3A:13:F0 -71
00:23:EB:3A:12:20 -77
00:23:EB:3A:10:90 -52
00:18:39:CC:77:46 -76
00:25:84:22:F6:30 -73
00:17:DF:AA:9B:A3 -48
00:23:EB:0B:52:00 -53
00:23:EB:3A:17:A0 -64

16 67
00:25:84:22:FF:90 -84
00:25:84:23:A2:D1 -80
00:23:EB:0B:51:85 -74
00:23:EB:3A:13:F0 -81
00:23:EB:0B:4D:A1 -71
00:23:EB:0A:BF:50 -71
00:23:EB:3A:12:20 -80
00:23:EB:3A:10:90 -83
00:18:39:CC:77:46 -76
00:17:DF:AA:9B:A3 -49
00:17:DF:AA:9B:A2 -49
00:23:EB:0B:52:00 -50
00:23:EB:0B:4F:F5 -81
00:17:DF:AA:9B:A0 -81
00:23:EB:3A:17:A0 -69
00:23:EB:3A:10:50 -76

20 67
00:23:EB:3A:13:F0 -81
00:23:EB:3A:12:20 -80
00:17:DF:AA:C1:23 -81
00:17:DF:AA:C1:22 -78
00:17:DF:AA:C1:20 -80
00:23:EB:3A:10:90 -83
00:1E:58:3E:1C:1D -87
00:23:EB:0B:51:85 -74
00:18:39:CC:77:46 -76
00:23:EB:0B:4F:F5 -81
00:23:EB:0A:BF:50 -71
00:17:DF:AA:9B:A3 -49
00:17:DF:AA:9B:A2 -49
00:17:DF:AA:9B:A0 -81
00:23:EB:0B:4D:A1 -71
00:25:84:23:A2:D1 -80
00:23:EB:0B:52:00 -50
00:23:EB:3A:10:50 -76
00:25:84:22:FF:90 -84
00:23:EB:3A:17:A0 -69

13 67
00:25:84:23:A2:D1 -81
00:23:EB:3A:13:F0 -70
00:23:EB:0B:4D:A1 -84
00:23:EB:0B:4D:A0 -70
00:23:EB:3A:12:20 -76
00:23:EB:3A:10:90 -78
00:18:39:CC:77:46 -76
00:17:DF:AA:9B:A3 -49
00:17:DF:AA:9B:A2 -49
00:23:EB:0B:52:00 -53
00:17:DF:AA:9B:A0 -48
00:23:EB:3A:10:50 -76
00:23:EB:3A:17:A0 -62

5 67
00:17:DF:AA:9B:A0 -49
00:23:EB:3A:10:90 -56
00:23:EB:0A:CB:F1 -83
00:17:DF:AA:9B:A3 -49
00:17:DF:AA:9B:A2 -49

16 67
00:25:84:23:A2:D1 -80
00:23:EB:3A:13:F0 -69
00:17:DF:AA:9E:C3 -78
00:23:EB:0B:4D:A1 -74
00:17:DF:AA:9E:C2 -78
00:23:EB:0A:CB:F1 -83
00:17:DF:AA:9E:C0 -80
00:23:EB:3A:12:20 -73
00:23:EB:3A:10:90 -56
00:18:39:CC:77:46 -84
00:25:84:22:FE:D1 -83
00:17:DF:AA:9B:A3 -49
00:17:DF:AA:9B:A2 -49
00:23:EB:0B:52:00 -59
00:17:DF:AA:9B:A0 -49
00:23:EB:3A:17:A0 -62

16 67
00:23:EB:3A:13:F0 -71
00:17:DF:AA:9E:C3 -67
00:23:EB:0B:4D:A1 -74
00:23:EB:0A:BF:50 -64
00:17:DF:AA:9E:C2 -66
00:17:DF:AA:9E:C0 -67
00:23:EB:3A:10:90 -60
00:18:39:CC:77:46 -70
00:23:EB:0B:4F:60 -77
00:25:84:22:F6:30 -80
00:17:DF:AA:9B:A3 -78
00:17:DF:AA:9B:A2 -49
00:23:EB:0B:52:00 -50
00:23:EB:0B:4F:F5 -73
00:17:DF:AA:9B:A0 -50
00:23:EB:3A:17:A0 -60

19 67
00:23:EB:3A:13:F0 -71
00:17:DF:AA:C1:23 -70
00:17:DF:AA:C1:22 -70
00:17:DF:AA:C1:20 -70
00:23:EB:3A:10:90 -60
00:23:EB:0B:4F:60 -77
00:25:84:22:F6:30 -80
00:18:39:CC:77:46 -70
00:23:EB:0B:4F:F5 -73
00:23:EB:0A:BF:50 -64
00:17:DF:AA:9B:A3 -78
00:17:DF:AA:9B:A2 -49
00:17:DF:AA:9B:A0 -50
00:23:EB:0B:4D:A1 -74
00:17:DF:AA:9E:C3 -67
00:17:DF:AA:9E:C2 -66
00:17:DF:AA:9E:C0 -67
00:23:EB:0B:52:00 -50
00:23:EB:3A:17:A0 -60

15 67
00:25:84:23:A2:D1 -84
00:23:EB:3A:13:F0 -64
00:17:DF:AA:9E:C3 -69
00:23:EB:0B:4D:A1 -74
00:23:EB:0A:BF:50 -66
00:17:DF:AA:9E:C2 -69
00:17:DF:AA:9E:C1 -69
00:23:EB:3A:10:90 -81
00:18:39:CC:77:46 -63
00:17:DF:AA:9B:A3 -69
00:17:DF:AA:9B:A2 -48
00:23:EB:0B:52:00 -55
00:17:DF:AA:9B:A0 -49
00:23:EB:3A:10:50 -81
00:23:EB:3A:17:A0 -56

16 67
00:25:84:23:A2:D1 -84
00:23:EB:3A:13:F0 -64
00:17:DF:AA:9E:C3 -69
00:23:EB:0B:4D:A1 -74
00:23:EB:0A:BF:50 -66
00:17:DF:AA:9E:C2 -69
00:17:DF:AA:9E:C1 -69
00:23:EB:3A:10:90 -81
00:18:39:CC:77:46 -63
00:17:DF:AA:C1:22 -74
00:17:DF:AA:9B:A3 -69
00:17:DF:AA:9B:A2 -48
00:23:EB:0B:52:00 -55
00:17:DF:AA:9B:A0 -49
00:23:EB:3A:10:50 -81
00:23:EB:3A:17:A0 -56

12 67
00:25:84:23:A2:D1 -85
00:23:EB:3A:13:F0 -66
00:17:DF:AA:9E:C3 -71
00:23:EB:0A:BF:50 -66
00:17:DF:AA:9E:C2 -70
00:23:EB:3A:10:90 -48
00:18:39:CC:77:46 -63
00:25:84:22:F6:30 -73
00:17:DF:AA:9B:A3 -48
00:17:DF:AA:9B:A2 -48
