% do not modify the content
% generated by machine
% format: dimension   meta_grid
%         bssid       signal_strength
%         ......      ......

00:23:EB:3A:17:60 -67
00:25:84:23:16:30 -68
00:25:84:23:16:31 -69
00:23:EB:3A:0F:00 -57
00:25:84:23:1D:D0 -68

19 106
00:23:EB:3A:11:D0 -66
00:18:39:CC:77:46 -53
00:23:EB:0A:C1:75 -61
00:17:DF:AA:9B:A3 -68
00:17:DF:AA:9B:A0 -66
00:17:DF:AA:9B:A1 -69
00:23:EB:3A:10:90 -50
00:25:84:23:1C:71 -60
00:23:EB:0B:42:A1 -65
00:23:EB:3A:12:20 -48
00:25:84:23:1B:B1 -74
00:23:EB:3A:10:50 -50
00:18:39:CC:77:49 -75
00:23:EB:0B:51:55 -68
00:23:EB:3A:17:60 -67
00:25:84:23:16:30 -68
00:25:84:23:16:31 -69
00:23:EB:3A:0F:00 -57
00:25:84:23:1D:D0 -68

17 105
00:23:EB:3A:11:D0 -68
00:18:39:CC:77:46 -40
00:17:DF:AA:9B:A2 -69
00:17:DF:AA:9B:A3 -69
00:23:EB:3A:03:60 -78
00:23:EB:3A:10:90 -54
00:25:84:23:1C:71 -74
00:23:EB:0B:42:A1 -69
00:02:2D:54:F0:FA -67
00:23:EB:3A:12:20 -38
00:25:84:23:1B:B1 -74
00:23:EB:3A:10:50 -48
00:23:EB:3A:11:30 -65
00:18:39:CC:77:49 -76
00:23:EB:0B:51:85 -64
00:23:EB:3A:0F:00 -60
00:25:84:23:1D:D0 -77

19 105
00:23:EB:3A:11:D0 -66
00:18:39:CC:77:46 -50
00:17:DF:AA:9B:A2 -73
00:17:DF:AA:9B:A3 -74
00:25:84:23:1C:71 -76
00:23:EB:3A:10:90 -47
00:23:EB:3A:12:20 -39
00:02:2D:54:F0:FA -71
00:23:EB:0B:42:A1 -76
00:23:EB:0B:42:A0 -77
00:25:84:23:1B:B1 -71
00:25:84:23:1C:70 -73
00:23:EB:3A:10:50 -45
00:23:EB:3A:11:30 -73
00:18:39:CC:77:49 -79
00:23:EB:0B:51:55 -67
00:23:EB:0A:C1:B5 -81
00:23:EB:3A:0F:00 -60
00:25:84:23:1D:D0 -71

19 105
00:25:84:23:1E:80 -85
00:18:39:CC:77:46 -35
00:17:DF:AA:9B:A2 -69
00:17:DF:AA:9B:A3 -69
00:17:DF:AA:9B:A0 -67
00:25:84:23:1B:B0 -78
00:23:EB:3A:10:90 -49
00:25:84:23:1C:71 -70
00:23:EB:3A:12:20 -44
00:02:2D:54:F0:FA -64
00:23:EB:0B:42:A1 -73
00:25:84:23:1B:B1 -71
00:25:84:23:1C:70 -69
00:23:EB:3A:10:50 -48
00:18:39:CC:77:49 -74
00:23:EB:0B:51:55 -65
00:23:EB:0B:51:85 -68
00:23:EB:3A:0F:00 -62
00:25:84:23:1D:D0 -70

20 105
00:25:84:23:1E:80 -85
00:18:39:CC:77:46 -38
00:17:DF:AA:9B:A2 -67
00:17:DF:AA:9B:A3 -74
00:17:DF:AA:9B:A0 -75
00:25:84:23:1B:B0 -78
00:25:84:23:1C:71 -73
00:23:EB:3A:10:90 -46
00:02:2D:54:F0:FA -66
00:23:EB:3A:12:20 -39
00:23:EB:0B:42:A1 -70
00:25:84:23:1B:B1 -72
00:25:84:23:1C:70 -67
00:23:EB:3A:10:50 -49
00:23:EB:3A:11:30 -61
00:18:39:CC:77:49 -73
00:23:EB:0B:51:55 -65
00:23:EB:0B:51:85 -68
00:23:EB:3A:0F:00 -64
00:25:84:23:1D:D0 -69

19 105
00:18:39:CC:77:46 -41
00:23:EB:3A:11:D0 -68
00:17:DF:AA:9B:A2 -70
00:17:DF:AA:9B:A3 -71
00:23:EB:3A:03:60 -81
00:25:84:23:1C:71 -74
00:23:EB:3A:10:90 -56
00:23:EB:0B:42:A1 -74
00:02:2D:54:F0:FA -70
00:23:EB:3A:12:20 -42
00:25:84:23:1B:B1 -72
00:23:EB:0B:42:A0 -78
00:25:84:23:1C:70 -67
00:23:EB:3A:10:50 -50
00:23:EB:3A:11:30 -61
00:23:EB:0B:51:55 -66
00:18:39:CC:77:49 -73
00:23:EB:0B:51:85 -69
00:23:EB:3A:0F:00 -63

16 105
00:18:39:CC:77:46 -40
00:23:EB:0A:C1:75 -69
00:17:DF:AA:9B:A2 -73
00:17:DF:AA:9B:A3 -74
00:17:DF:AA:9B:A0 -74
00:23:EB:3A:10:90 -56
00:23:EB:0B:42:A1 -76
00:02:2D:54:F0:FA -70
00:23:EB:3A:12:20 -47
00:25:84:23:1B:B1 -72
00:23:EB:3A:10:50 -44
00:23:EB:3A:17:60 -76
00:18:39:CC:77:49 -66
00:23:EB:0B:51:55 -61
00:23:EB:3A:0F:00 -60
00:25:84:23:1D:D0 -71

16 105
00:18:39:CC:77:46 -40
00:23:EB:0A:C1:75 -69
00:17:DF:AA:9B:A2 -73
00:17:DF:AA:9B:A3 -74
00:17:DF:AA:9B:A0 -74
00:23:EB:3A:10:90 -56
00:23:EB:0B:42:A1 -72
00:02:2D:54:F0:FA -70
00:23:EB:3A:12:20 -47
00:25:84:23:1B:B1 -72
00:23:EB:3A:10:50 -44
00:23:EB:3A:17:60 -76
00:18:39:CC:77:49 -74
00:23:EB:0B:51:55 -61
00:23:EB:3A:0F:00 -60
00:25:84:23:1D:D0 -71

19 105
00:23:EB:3A:11:D0 -61
00:18:39:CC:77:46 -35
00:23:EB:0A:C1:75 -70
00:17:DF:AA:9B:A2 -73
00:17:DF:AA:9B:A3 -74
00:17:DF:AA:9B:A0 -67
00:25:84:23:1B:B0 -73
00:23:EB:3A:10:90 -49
00:23:EB:0B:42:A1 -75
00:02:2D:54:F0:FA -70
00:23:EB:3A:12:20 -47
00:23:EB:3A:05:00 -70
00:25:84:23:1B:B1 -77
00:23:EB:3A:10:50 -53
00:23:EB:3A:17:60 -76
00:23:EB:0B:51:55 -61
00:18:39:CC:77:49 -73
00:23:EB:3A:0F:00 -60
00:25:84:23:1D:D0 -71

21 105
00:18:39:CC:77:46 -40
00:17:DF:AA:9B:A2 -74
00:17:DF:AA:9B:A3 -71
00:17:DF:AA:9B:A0 -74
00:17:DF:AA:9B:A1 -70
00:23:EB:3A:03:60 -82
00:25:84:23:1B:B0 -72
00:23:EB:3A:10:90 -56
00:25:84:23:1C:71 -70
00:23:EB:0B:42:A1 -74
00:02:2D:54:F0:FA -66
00:23:EB:3A:12:20 -39
00:25:84:23:1B:B1 -74
00:25:84:22:E7:45 -83
00:23:EB:0A:BE:11 -80
00:25:84:23:1C:70 -74
00:23:EB:3A:10:50 -48
00:23:EB:3A:11:30 -69
00:18:39:CC:77:49 -75
00:23:EB:3A:0F:00 -60
00:25:84:23:1D:D0 -70

16 105
00:18:39:CC:77:46 -43
00:23:EB:3A:11:D0 -64
00:17:DF:AA:9B:A2 -71
00:17:DF:AA:9B:A3 -71
00:17:DF:AA:9B:A0 -69
00:23:EB:3A:10:90 -57
00:23:EB:3A:12:20 -46
00:02:2D:54:F0:FA -67
00:23:EB:0B:42:A1 -71
00:25:84:23:1B:B1 -74
00:23:EB:0A:BE:10 -82
00:23:EB:3A:10:50 -47
00:23:EB:3A:11:30 -72
00:18:39:CC:77:49 -75
00:23:EB:0B:51:85 -67
00:23:EB:3A:0F:00 -63

19 104
00:18:39:CC:77:46 -51
00:17:DF:AA:9B:A2 -71
00:23:EB:0A:C1:75 -78
00:23:EB:3A:10:90 -68
00:25:84:23:1C:71 -69
00:25:84:23:1C:41 -84
00:23:EB:0B:42:A1 -67
00:02:2D:54:F0:FA -58
00:23:EB:3A:12:20 -44
00:23:EB:0B:42:A0 -64
00:25:84:23:1C:70 -69
00:23:EB:3A:10:50 -48
00:23:EB:3A:11:30 -63
00:23:EB:0B:51:55 -59
00:18:39:CC:77:49 -78
00:23:EB:0B:51:85 -70
00:25:84:23:16:31 -81
00:23:EB:3A:0F:00 -60
00:25:84:23:1D:D0 -75

16 104
00:18:39:CC:77:46 -54
00:17:DF:AA:9B:A2 -71
00:25:84:23:1C:71 -68
00:23:EB:3A:10:90 -68
00:23:EB:3A:12:20 -44
00:23:EB:0B:42:A1 -62
00:25:84:23:1C:41 -84
00:25:84:23:1B:B1 -80
00:23:EB:0B:42:A0 -64
00:25:84:23:1C:70 -67
00:23:EB:3A:10:50 -50
00:23:EB:3A:11:30 -65
00:23:EB:0B:51:55 -60
00:18:39:CC:77:49 -79
00:23:EB:0B:51:85 -70
00:25:84:23:1D:D0 -70

17 104
00:18:39:CC:77:46 -44
00:23:EB:3A:11:D0 -61
00:23:EB:0A:C1:75 -70
00:17:DF:AA:9B:A3 -71
00:17:DF:AA:9B:A0 -71
00:25:84:23:1C:71 -70
00:23:EB:3A:10:90 -55
00:23:EB:0B:42:A1 -67
00:23:EB:3A:12:20 -46
00:02:2D:54:F0:FA -60
00:23:EB:0B:42:A0 -61
00:25:84:23:1C:70 -71
00:23:EB:3A:10:50 -46
00:23:EB:3A:11:30 -63
00:18:39:CC:77:49 -75
00:23:EB:3A:0F:00 -62
00:25:84:23:1D:D0 -75

19 104
00:23:EB:3A:11:D0 -55
00:18:39:CC:77:46 -45
00:17:DF:AA:9B:A2 -72
00:23:EB:0A:C1:75 -70
00:17:DF:AA:9B:A3 -72
00:17:DF:AA:9B:A0 -71
00:25:84:23:1C:71 -70
00:23:EB:3A:10:90 -55
00:02:2D:54:F0:FA -60
00:23:EB:3A:12:20 -46
00:23:EB:0B:42:A1 -61
00:25:84:23:1B:B1 -81
00:23:EB:0B:42:A0 -71
00:25:84:23:1C:70 -71
00:23:EB:3A:10:50 -48
00:23:EB:3A:11:30 -62
00:18:39:CC:77:49 -80
00:23:EB:3A:0F:00 -64
00:25:84:23:1D:D0 -75

20 104
00:23:EB:3A:11:D0 -61
00:18:39:CC:77:46 -44
00:17:DF:AA:9B:A2 -72
00:23:EB:0A:C1:75 -70
00:17:DF:AA:9B:A3 -72
00:17:DF:AA:9B:A0 -71
00:25:84:23:1C:71 -70
00:23:EB:3A:10:90 -59
00:02:2D:54:F0:FA -60
00:23:EB:3A:12:20 -51
00:23:EB:0B:42:A1 -71
00:25:84:23:1B:B1 -81
00:23:EB:0B:42:A0 -61
00:25:84:23:1C:70 -71
00:23:EB:3A:10:50 -46
00:23:EB:3A:11:30 -60
00:18:39:CC:77:49 -77
00:23:EB:0B:51:55 -61
00:23:EB:3A:0F:00 -63
00:25:84:23:1D:D0 -75

20 104
00:23:EB:3A:11:D0 -61
00:18:39:CC:77:46 -45
00:17:DF:AA:9B:A2 -72
00:23:EB:0A:C1:75 -70
00:17:DF:AA:9B:A3 -71
00:17:DF:AA:9B:A0 -72
00:25:84:23:1C:71 -70
00:23:EB:3A:10:90 -58
00:02:2D:54:F0:FA -62
00:23:EB:3A:12:20 -44
00:23:EB:0B:42:A1 -60
00:25:84:23:1B:B1 -81
00:23:EB:0B:42:A0 -61
00:25:84:23:1C:70 -71
00:23:EB:3A:10:50 -48
00:23:EB:3A:11:30 -60
00:18:39:CC:77:49 -77
00:23:EB:0B:51:55 -61
00:23:EB:3A:0F:00 -62
00:25:84:23:1D:D0 -75

20 104
00:23:EB:3A:11:D0 -61
00:18:39:CC:77:46 -61
00:17:DF:AA:9B:A2 -72
00:23:EB:0A:C1:75 -70
00:17:DF:AA:9B:A3 -71
00:17:DF:AA:9B:A0 -72
00:25:84:23:1C:71 -70
00:23:EB:3A:10:90 -58
00:02:2D:54:F0:FA -60
00:23:EB:3A:12:20 -52
00:23:EB:0B:42:A1 -63
00:25:84:23:1B:B1 -81
00:23:EB:0B:42:A0 -62
00:25:84:23:1C:70 -72
00:23:EB:3A:10:50 -44
00:23:EB:3A:11:30 -60
00:18:39:CC:77:49 -80
00:23:EB:0B:51:55 -62
00:23:EB:3A:0F:00 -73
00:25:84:23:1D:D0 -75

20 104
00:23:EB:3A:11:D0 -74
00:18:39:CC:77:46 -45
00:17:DF:AA:9B:A2 -72
00:23:EB:0A:C1:75 -70
00:17:DF:AA:9B:A3 -77
00:17:DF:AA:9B:A0 -78
00:25:84:23:1C:71 -71
00:23:EB:3A:10:90 -53
00:02:2D:54:F0:FA -60
00:23:EB:3A:12:20 -52
00:23:EB:0B:42:A1 -70
00:25:84:23:1B:B1 -81
00:23:EB:0B:42:A0 -62
00:25:84:23:1C:70 -70
00:23:EB:3A:10:50 -47
00:23:EB:3A:11:30 -63
00:18:39:CC:77:49 -79
00:23:EB:0B:51:55 -62
00:23:EB:3A:0F:00 -73
00:25:84:23:1D:D0 -74

20 104
00:23:EB:3A:11:D0 -74
00:18:39:CC:77:46 -46
00:17:DF:AA:9B:A2 -72
00:23:EB:0A:C1:75 -70
00:17:DF:AA:9B:A3 -82
00:17:DF:AA:9B:A0 -78
00:25:84:23:1C:71 -70
00:23:EB:3A:10:90 -56
00:02:2D:54:F0:FA -60
00:23:EB:3A:12:20 -52
00:23:EB:0B:42:A1 -70
00:25:84:23:1B:B1 -81
00:23:EB:0B:42:A0 -62
00:25:84:23:1C:70 -70
00:23:EB:3A:10:50 -45
00:23:EB:3A:11:30 -62
00:18:39:CC:77:49 -79
00:23:EB:0B:51:55 -62
00:23:EB:3A:0F:00 -65
00:25:84:23:1D:D0 -74

16 104
00:18:39:CC:77:46 -50
00:23:EB:0A:C1:75 -68
00:17:DF:AA:9B:A2 -73
00:17:DF:AA:9B:A3 -75
00:17:DF:AA:9B:A0 -72
00:17:DF:AA:9B:A1 -73
00:25:84:23:1C:71 -75
00:23:EB:3A:10:90 -57
00:23:EB:3A:12:20 -48
00:23:EB:0B:42:A1 -63
00:02:2D:54:F0:FA -60
00:23:EB:3A:10:50 -47
00:18:39:CC:77:49 -77
00:25:84:23:16:31 -80
00:23:EB:3A:0F:00 -70
00:25:84:23:1D:D0 -67

17 103
00:18:39:CC:77:46 -38
00:17:DF:AA:9B:A2 -61
00:23:EB:0A:C1:75 -67
00:17:DF:AA:9B:A3 -61
00:17:DF:AA:9E:C0 -81
00:17:DF:AA:9B:A1 -61
00:25:84:23:1B:B0 -73
00:23:EB:3A:10:90 -37
00:23:EB:3A:12:20 -42
00:02:2D:54:F0:FA -59
00:25:84:23:1B:B1 -76
00:23:EB:3A:10:50 -53
00:17:DF:AA:9E:C3 -82
00:18:39:CC:77:49 -78
00:17:DF:AA:9E:C1 -80
00:17:DF:AA:9E:C2 -80
00:23:EB:3A:0F:00 -65

21 103
00:18:39:CC:77:46 -52
00:17:DF:AA:9B:A2 -61
00:23:EB:0A:C1:75 -67
00:17:DF:AA:9B:A3 -61
00:17:DF:AA:9B:A0 -61
00:17:DF:AA:9B:A1 -61
00:25:84:23:1B:B0 -73
00:25:84:23:1C:71 -69
00:23:EB:3A:10:90 -36
00:02:2D:54:F0:FA -61
00:23:EB:3A:12:20 -42
00:23:EB:0B:42:A0 -66
00:25:84:23:1B:B1 -76
00:23:EB:3A:10:50 -54
00:23:EB:3A:11:30 -61
00:17:DF:AA:9E:C3 -82
00:18:39:CC:77:49 -77
00:23:EB:0B:51:55 -62
00:17:DF:AA:9E:C1 -80
00:17:DF:AA:9E:C2 -75
00:23:EB:3A:0F:00 -65

18 103
00:18:39:CC:77:46 -54
00:17:DF:AA:9B:A2 -63
00:17:DF:AA:9B:A3 -62
00:17:DF:AA:9B:A0 -65
00:25:84:23:1B:B0 -73
00:25:84:23:1C:71 -71
00:23:EB:3A:10:90 -42
00:23:EB:3A:12:20 -40
00:02:2D:54:F0:FA -60
00:23:EB:0B:42:A1 -72
00:25:84:23:1B:B1 -75
00:23:EB:0B:42:A0 -66
00:25:84:23:1C:70 -77
00:23:EB:3A:10:50 -53
00:18:39:CC:77:49 -79
00:23:EB:0B:51:55 -69
00:23:EB:3A:0F:00 -64
00:25:84:23:1D:D0 -75

20 103
00:18:39:CC:77:46 -49
00:17:DF:AA:9B:A2 -60
00:17:DF:AA:9B:A3 -60
00:17:DF:AA:9B:A0 -61
00:17:DF:AA:9B:A1 -61
00:25:84:23:1B:B0 -74
00:25:84:23:1C:71 -68
00:23:EB:3A:10:90 -38
00:23:EB:3A:12:20 -44
00:02:2D:54:F0:FA -61
00:23:EB:0B:42:A1 -67
00:25:84:23:1B:B1 -74
00:23:EB:0B:42:A0 -66
00:25:84:23:1C:70 -70
00:23:EB:3A:10:50 -54
00:18:39:CC:77:49 -79
00:23:EB:0B:51:55 -64
00:23:EB:3A:0F:00 -60
00:25:84:23:1D:D0 -76
00:23:EB:3A:17:A0 -71

19 103
00:18:39:CC:77:46 -44
00:23:EB:3A:11:D0 -71
00:17:DF:AA:9B:A2 -60
00:17:DF:AA:9B:A3 -61
00:17:DF:AA:9B:A0 -61
00:25:84:23:1B:B0 -73
00:25:84:23:1C:71 -66
00:23:EB:3A:10:90 -36
00:23:EB:0B:42:A1 -67
00:02:2D:54:F0:FA -61
00:23:EB:3A:12:20 -42
00:25:84:23:1B:B1 -75
00:23:EB:0B:42:A0 -66
00:25:84:23:1C:70 -68
00:23:EB:3A:10:50 -53
00:23:EB:3A:11:30 -64
00:23:EB:0B:51:55 -65
00:18:39:CC:77:49 -78
00:23:EB:3A:0F:00 -65

20 103
00:18:39:CC:77:46 -36
00:23:EB:3A:11:D0 -71
00:17:DF:AA:9B:A2 -60
00:17:DF:AA:9B:A3 -61
00:17:DF:AA:9B:A0 -61
00:25:84:23:1B:B0 -73
00:25:84:23:1C:71 -80
00:23:EB:3A:10:90 -37
00:23:EB:0B:42:A1 -80
00:23:EB:3A:12:20 -44
00:02:2D:54:F0:FA -61
00:23:EB:0B:42:A0 -81
00:23:EB:0B:52:00 -73
00:25:84:23:1B:B1 -75
00:25:84:23:1C:70 -68
00:23:EB:3A:10:50 -52
00:23:EB:3A:11:30 -64
00:23:EB:0B:51:55 -63
00:18:39:CC:77:49 -79
00:23:EB:3A:0F:00 -60

20 103
00:18:39:CC:77:46 -36
00:23:EB:3A:11:D0 -64
00:17:DF:AA:9B:A2 -61
00:17:DF:AA:9B:A3 -60
00:17:DF:AA:9B:A0 -61
00:25:84:23:1B:B0 -73
00:25:84:23:1C:71 -80
00:23:EB:3A:10:90 -42
00:23:EB:0B:42:A1 -67
00:23:EB:3A:12:20 -41
00:02:2D:54:F0:FA -61
00:23:EB:0B:42:A0 -81
00:23:EB:0B:52:00 -73
00:25:84:23:1B:B1 -73
00:25:84:23:1C:70 -69
00:23:EB:3A:10:50 -52
00:23:EB:3A:11:30 -64
00:23:EB:0B:51:55 -63
00:18:39:CC:77:49 -80
00:23:EB:3A:0F:00 -60

20 103
00:18:39:CC:77:46 -42
00:23:EB:3A:11:D0 -63
00:17:DF:AA:9B:A2 -61
00:17:DF:AA:9B:A3 -61
00:17:DF:AA:9B:A0 -61
00:25:84:23:1B:B0 -73
00:25:84:23:1C:71 -80
00:23:EB:3A:10:90 -37
00:23:EB:0B:42:A1 -77
00:23:EB:3A:12:20 -42
00:02:2D:54:F0:FA -61
00:23:EB:0B:42:A0 -81
00:23:EB:0B:52:00 -73
00:25:84:23:1B:B1 -73
00:25:84:23:1C:70 -74
00:23:EB:3A:10:50 -54
00:23:EB:3A:11:30 -64
00:23:EB:0B:51:55 -63
00:18:39:CC:77:49 -78
00:23:EB:3A:0F:00 -60

16 103
00:18:39:CC:77:46 -48
00:17:DF:AA:9B:A2 -61
00:25:84:23:1B:B0 -76
00:23:EB:3A:10:90 -42
00:25:84:23:1C:71 -69
00:02:2D:54:F0:FA -61
00:23:EB:3A:12:20 -42
00:25:84:23:1B:B1 -76
00:23:EB:0B:42:A0 -68
00:25:84:23:1C:70 -68
00:23:EB:0A:BE:11 -82
00:23:EB:3A:10:50 -53
00:23:EB:3A:11:30 -64
00:23:EB:0B:51:55 -63
00:18:39:CC:77:49 -82
00:23:EB:3A:0F:00 -59

20 103
00:23:EB:3A:11:D0 -70
00:18:39:CC:77:46 -53
00:17:DF:AA:9B:A2 -61
00:17:DF:AA:9B:A3 -66
00:17:DF:AA:9B:A0 -66
00:25:84:23:1B:B0 -76
00:23:EB:3A:10:90 -50
00:25:84:23:1C:71 -79
00:02:2D:54:F0:FA -59
00:23:EB:3A:12:20 -43
00:25:84:23:1B:B1 -74
00:23:EB:0B:42:A0 -79
00:23:EB:0A:BE:11 -82
00:25:84:23:1C:70 -68
00:23:EB:3A:10:50 -55
00:23:EB:3A:11:30 -69
00:18:39:CC:77:49 -77
00:23:EB:0B:51:55 -63
00:23:EB:0B:51:85 -71
00:23:EB:3A:0F:00 -59

18 102
00:18:39:CC:77:46 -42
00:17:DF:AA:9B:A2 -62
00:17:DF:AA:9B:A3 -61
00:17:DF:AA:9B:A0 -61
00:23:EB:3A:10:90 -35
00:25:84:23:1C:71 -73
00:02:2D:54:F0:FA -70
00:23:EB:0B:42:A1 -77
00:23:EB:3A:12:20 -47
00:25:84:23:1B:B1 -77
00:25:84:23:1C:70 -71
00:23:EB:3A:10:50 -49
00:23:EB:3A:17:60 -74
00:18:39:CC:77:49 -81
00:23:EB:0B:51:55 -67
00:23:EB:0B:51:85 -74
00:23:EB:3A:0F:00 -76
00:25:84:23:1D:D0 -74

17 102
00:18:39:CC:77:46 -40
00:17:DF:AA:9B:A2 -62
00:17:DF:AA:9B:A3 -61
00:17:DF:AA:9B:A0 -61
00:23:EB:0A:BF:50 -80
00:25:84:23:1B:B0 -75
00:25:84:23:1C:71 -73
00:23:EB:3A:10:90 -36
00:23:EB:3A:12:20 -46
00:02:2D:54:F0:FA -69
00:25:84:23:1B:B1 -77
00:25:84:23:1C:70 -73
00:23:EB:3A:10:50 -49
00:23:EB:3A:11:30 -66
00:23:EB:0B:51:85 -58
00:23:EB:3A:0F:00 -72
00:25:84:23:1D:D0 -79

18 102
00:23:EB:3A:11:D0 -70
00:18:39:CC:77:46 -42
00:23:EB:0A:C1:75 -79
00:17:DF:AA:9B:A2 -62
00:17:DF:AA:9B:A3 -62
00:17:DF:AA:9B:A0 -62
00:17:DF:AA:9B:A1 -61
00:25:84:23:1C:71 -74
00:23:EB:3A:10:90 -37
00:02:2D:54:F0:FA -67
00:23:EB:0B:42:A1 -71
00:23:EB:3A:12:20 -45
00:25:84:23:1B:B1 -77
00:23:EB:3A:10:50 -48
